year,month,ifo,peak_time,peak_time_ns,start_time,start_time_ns,duration,search,process_id,event_id,peak_frequency,central_freq,bandwidth,channel,amplitude,snr,confidence,chisq,chisq_dof,param_one_name,param_one_value
2016,May,L1,1179723587,324218034,1179723583,507812023,8.49219,OMICRON,process:process_id:0,sngl_burst:event_id:67,501.31955,3901.419189,7789.533203,LSC-MICH_OUT_DQ,0.788262,1202.560059,0,0,0,phase,-2.77499
2016,May,L1,1179724238,199218034,1179724231,226562023,11.32813,OMICRON,process:process_id:0,sngl_burst:event_id:268,501.31955,3901.419189,7789.533203,LSC-MICH_OUT_DQ,0.82695,1195.834473,0,0,0,phase,-0.72304
2016,May,L1,1178141835,992187023,1178141832,0,12,OMICRON,process:process_id:0,sngl_burst:event_id:0,26.501591,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.105337,12545.43262,0,0,0,phase,1.64578
2016,May,L1,1179540805,86914062,1179540799,320312023,81.679688,OMICRON,process:process_id:0,sngl_burst:event_id:767,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.260936,25389.01367,0,0,0,phase,3.01726
2016,May,L1,1179539902,382812023,1179539898,875000000,9.65625,OMICRON,process:process_id:0,sngl_burst:event_id:542,34.100979,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.028245,3113.410889,0,0,0,phase,1.18339
2016,May,L1,1179541481,753906011,1179541481,0,19.25,OMICRON,process:process_id:0,sngl_burst:event_id:372,905.794312,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.158278,19863.13867,0,0,0,phase,-2.26667
2016,May,L1,1179611194,207031011,1179611180,468750000,16.1875,OMICRON,process:process_id:0,sngl_burst:event_id:527,596.388184,491.522644,966.00116,LSC-POP_A_LF_OUT_DQ,0.0165,1928.829956,0,0,0,phase,3.07272
2016,May,L1,1179611201,566406011,1179611200,23437023,1.97656,OMICRON,process:process_id:0,sngl_burst:event_id:535,596.388184,498.942993,951.160461,LSC-POP_A_LF_OUT_DQ,0.013508,1578.994141,0,0,0,phase,0.19279
2016,May,L1,1179611205,574218034,1179611202,0,15.5,OMICRON,process:process_id:0,sngl_burst:event_id:536,596.388184,506.602844,935.840759,LSC-POP_A_LF_OUT_DQ,0.01877,2106.978027,0,0,0,phase,3.13934
2016,May,L1,1179614454,102539062,1179614450,476562023,24.804689,OMICRON,process:process_id:0,sngl_burst:event_id:1,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.083687,7888.693359,0,0,0,phase,1.88813
2016,May,L1,1179614561,383789062,1179614543,437500000,18.5625,OMICRON,process:process_id:0,sngl_burst:event_id:56,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.202269,19066.7832,0,0,0,phase,1.0201
2016,May,L1,1179614562,383789062,1179614562,0,5.15625,OMICRON,process:process_id:0,sngl_burst:event_id:57,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.201616,15612.28223,0,0,0,phase,0.45243
2016,May,L1,1179614608,542968034,1179614579,632812023,48.773441,OMICRON,process:process_id:0,sngl_burst:event_id:73,494.144318,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.628692,17886.49219,0,0,0,phase,0.89982
2016,May,L1,1179614648,941406011,1179614636,898437023,32.867191,OMICRON,process:process_id:0,sngl_burst:event_id:85,494.144318,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.597213,16990.89453,0,0,0,phase,-1.47069
2016,May,L1,1179614685,911132097,1179614682,0,20.96875,OMICRON,process:process_id:0,sngl_burst:event_id:96,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.135911,7577.452637,0,0,0,phase,-0.55496
2016,May,L1,1179614718,939452886,1179614709,125000000,28.804689,OMICRON,process:process_id:0,sngl_burst:event_id:104,964.394409,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.082522,6316.632324,0,0,0,phase,-2.50526
2016,May,L1,1179614745,888672113,1179614738,78125000,22.84375,OMICRON,process:process_id:0,sngl_burst:event_id:105,964.394409,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.073685,5640.180664,0,0,0,phase,0.34223
2016,May,L1,1179614793,819335937,1179614779,23437023,18.835939,OMICRON,process:process_id:0,sngl_burst:event_id:119,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.11416,6364.779785,0,0,0,phase,0.5554
2016,May,L1,1179614830,200195074,1179614817,335937023,16.87109,OMICRON,process:process_id:0,sngl_burst:event_id:139,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.168805,7359.63623,0,0,0,phase,-3.01377
2016,May,L1,1179614850,452147960,1179614837,441406011,17.015631,OMICRON,process:process_id:0,sngl_burst:event_id:144,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.191716,8358.540039,0,0,0,phase,0.77227
2016,May,L1,1179614877,692382097,1179614871,929687023,44.820309,OMICRON,process:process_id:0,sngl_burst:event_id:154,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.113859,4964.100098,0,0,0,phase,-1.49864
2016,May,L1,1179635822,7812023,1179635818,750000000,11.09375,OMICRON,process:process_id:0,sngl_burst:event_id:1018,34.100979,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.028294,3147.874756,0,0,0,phase,-1.57776
2016,May,L1,1179614004,440428972,1179613970,15625000,38.273441,OMICRON,process:process_id:0,sngl_burst:event_id:2,604.06958,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.13229,3014.630615,0,0,0,phase,-0.51813
2016,May,L1,1179614040,61522960,1179614027,328125000,16.578119,OMICRON,process:process_id:0,sngl_burst:event_id:5,604.06958,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.124618,2839.813721,0,0,0,phase,0.43197
2016,May,L1,1179614059,560547113,1179614053,828125000,16.546881,OMICRON,process:process_id:0,sngl_burst:event_id:8,964.394409,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.048779,2736.243164,0,0,0,phase,-0.20757
2016,May,L1,1179614085,620116949,1179614082,0,11,OMICRON,process:process_id:0,sngl_burst:event_id:11,604.06958,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.098915,6336.58252,0,0,0,phase,2.37352
2016,May,L1,1179614109,709960937,1179614106,0,7.375,OMICRON,process:process_id:0,sngl_burst:event_id:18,604.06958,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.095225,6100.166992,0,0,0,phase,2.58153
2016,May,L1,1179614144,976085,1179614129,593750000,18.59375,OMICRON,process:process_id:0,sngl_burst:event_id:25,604.06958,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.101138,6479.003418,0,0,0,phase,-0.38446
2016,May,L1,1179614157,372070074,1179614149,296875000,24.890619,OMICRON,process:process_id:0,sngl_burst:event_id:28,604.06958,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.093986,6020.803223,0,0,0,phase,-2.7542
2016,May,L1,1179637956,464843034,1179637901,425781011,65.574219,OMICRON,process:process_id:0,sngl_burst:event_id:9,494.144318,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.242307,16600.69727,0,0,0,phase,2.05739
2016,May,L1,1179637979,855468034,1179637971,125000000,69,OMICRON,process:process_id:0,sngl_burst:event_id:11,494.144318,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.256455,10344.65918,0,0,0,phase,-2.60939
2016,May,L1,1179638045,467772960,1179638041,765625000,13.23438,OMICRON,process:process_id:0,sngl_burst:event_id:15,850.349915,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.144799,4932.748047,0,0,0,phase,1.33836
2016,May,L1,1179614206,941406011,1179614202,0,26.242189,OMICRON,process:process_id:0,sngl_burst:event_id:0,494.144318,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.587527,9259.160156,0,0,0,phase,-2.00035
2016,May,L1,1179614248,738281011,1179614236,953125000,34.789059,OMICRON,process:process_id:0,sngl_burst:event_id:16,494.144318,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.567456,8942.838867,0,0,0,phase,2.74229
2016,May,L1,1179614308,464843034,1179614300,687500000,21.3125,OMICRON,process:process_id:0,sngl_burst:event_id:38,905.794312,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.191395,10643.78711,0,0,0,phase,-0.26445
2016,May,L1,1179614339,527343034,1179614335,687500000,36.117191,OMICRON,process:process_id:0,sngl_burst:event_id:52,905.794312,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.152016,9216.115234,0,0,0,phase,-2.06358
2016,May,L1,1179614431,43945074,1179614428,23437023,13.97656,OMICRON,process:process_id:0,sngl_burst:event_id:68,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.109439,7581.470703,0,0,0,phase,0.03148
2016,May,L1,1179620641,152343034,1179620633,578125000,34.546879,OMICRON,process:process_id:0,sngl_burst:event_id:3,905.794312,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.175917,18838.80469,0,0,0,phase,2.78753
2016,May,L1,1179604816,90820074,1179604800,343750000,41.65625,OMICRON,process:process_id:0,sngl_burst:event_id:301,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.248748,33408.94141,0,0,0,phase,-2.37763
2016,May,L1,1179724164,424803972,1179724146,500000000,27.789061,OMICRON,process:process_id:0,sngl_burst:event_id:17,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.229073,16742.25781,0,0,0,phase,0.88598
2016,May,L1,1179724236,199218034,1179724195,570312023,58.429691,OMICRON,process:process_id:0,sngl_burst:event_id:41,504.578613,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.353686,12427.21875,0,0,0,phase,2.92291
2016,May,L1,1179724290,59570074,1179724282,46875000,28.421881,OMICRON,process:process_id:0,sngl_burst:event_id:80,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.182394,19673.86914,0,0,0,phase,-0.04095
2016,May,L1,1179726554,789062023,1179726552,437500000,10.25,OMICRON,process:process_id:0,sngl_burst:event_id:328,34.100979,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.026247,3138.613525,0,0,0,phase,-2.50568
2016,May,L1,1179723455,181639909,1179723418,179687023,78.5625,OMICRON,process:process_id:0,sngl_burst:event_id:13,496.342102,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.394483,11527.23535,0,0,0,phase,-2.26232
2016,May,L1,1179723584,324218034,1179723552,687500000,48.820309,OMICRON,process:process_id:0,sngl_burst:event_id:77,494.144318,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.626945,27846.28125,0,0,0,phase,-1.50312
2016,May,L1,1179723213,688476085,1179723207,898437023,83.53125,OMICRON,process:process_id:0,sngl_burst:event_id:2,893.004639,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.177342,8255.663086,0,0,0,phase,-1.40222
2016,May,L1,1179723297,443358898,1179723294,0,18.046881,OMICRON,process:process_id:0,sngl_burst:event_id:10,450.058533,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.064947,2951.838135,0,0,0,phase,1.7832
2016,May,L1,1179723330,292968034,1179723315,625000000,35.949219,OMICRON,process:process_id:0,sngl_burst:event_id:20,905.794312,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.226313,4209.770996,0,0,0,phase,2.8132
2016,May,L1,1179723381,884764909,1179723378,0,29.164061,OMICRON,process:process_id:0,sngl_burst:event_id:27,924.920959,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.067452,2052.348389,0,0,0,phase,3.04736
2016,May,L1,1179877820,23437023,1179877818,0,9.6875,OMICRON,process:process_id:0,sngl_burst:event_id:951,34.100979,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.007856,1040.393433,0,0,0,phase,-2.63589
2016,May,L1,1180225624,367187023,1180225622,0,9.41797,OMICRON,process:process_id:0,sngl_burst:event_id:374,34.100979,489.261597,970.523193,LSC-POP_A_LF_OUT_DQ,0.012213,1492.857056,0,0,0,phase,-2.08487
2016,May,L1,1178141835,992187023,1178141832,500000000,6.5,OMICRON,process:process_id:0,sngl_burst:event_id:0,20.59572,489.261597,970.523193,LSC-POP_A_RF45_I_ERR_DQ,3.63902,1079.927979,0,0,0,phase,3.12008
2016,May,L1,1179604828,90820074,1179604815,500000000,26.5,OMICRON,process:process_id:0,sngl_burst:event_id:11,893.004639,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,3.53474,1792.459229,0,0,0,phase,-2.64488
2016,May,L1,1179614213,925781011,1179614205,500000000,12.625,OMICRON,process:process_id:0,sngl_burst:event_id:0,734.98645,489.835114,969.376221,LSC-POP_A_RF45_I_ERR_DQ,3.1443,1183.379883,0,0,0,phase,1.06177
2016,May,L1,1179613985,452636003,1179613972,500000000,33.140621,OMICRON,process:process_id:0,sngl_burst:event_id:0,546.02301,489.835114,969.376221,LSC-POP_A_RF45_I_ERR_DQ,8.95385,1795.318359,0,0,0,phase,1.20641
2016,May,L1,1179614036,62988042,1179614029,867187023,10.92969,OMICRON,process:process_id:0,sngl_burst:event_id:2,546.02301,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,5.77449,1157.831787,0,0,0,phase,1.41033
2016,May,L1,1179614554,554687023,1179614552,156250000,9.84375,OMICRON,process:process_id:0,sngl_burst:event_id:15,228.075043,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,8.7861,1848.509033,0,0,0,phase,1.48465
2016,May,L1,1179614593,540039062,1179614584,500000000,10.85938,OMICRON,process:process_id:0,sngl_burst:event_id:17,893.004639,489.835114,969.376221,LSC-POP_A_RF45_I_ERR_DQ,3.57986,1398.883423,0,0,0,phase,0.76156
2016,May,L1,1179614611,527343034,1179614607,375000000,12.03125,OMICRON,process:process_id:0,sngl_burst:event_id:22,734.98645,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,6.20668,2300.62915,0,0,0,phase,3.02347
2016,May,L1,1179614652,907713890,1179614647,640625000,13.01562,OMICRON,process:process_id:0,sngl_burst:event_id:26,546.02301,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,7.51833,2231.246094,0,0,0,phase,-1.11712
2016,May,L1,1179614687,911132097,1179614685,39062023,11.16406,OMICRON,process:process_id:0,sngl_burst:event_id:28,893.004639,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,5.50733,1747.417969,0,0,0,phase,-0.56326
2016,May,L1,1179614722,941406011,1179614717,927733898,11.3457,OMICRON,process:process_id:0,sngl_burst:event_id:31,734.98645,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,4.17465,1190.354248,0,0,0,phase,2.77694
2016,May,L1,1179614746,878417968,1179614744,960937023,11.10938,OMICRON,process:process_id:0,sngl_burst:event_id:34,546.02301,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,6.43227,1506.977905,0,0,0,phase,1.56258
2016,May,L1,1179614786,832031011,1179614783,656250000,11.35938,OMICRON,process:process_id:0,sngl_burst:event_id:37,734.98645,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,5.5413,1580.039062,0,0,0,phase,-0.36974
2016,May,L1,1179614829,198729991,1179614820,375000000,11.03906,OMICRON,process:process_id:0,sngl_burst:event_id:38,546.02301,491.522644,966.00116,LSC-POP_A_RF45_I_ERR_DQ,4.86603,1064.537476,0,0,0,phase,-1.50884
2016,May,L1,1179614850,452147960,1179614840,453125000,11.27344,OMICRON,process:process_id:0,sngl_burst:event_id:39,893.004639,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,5.41944,1523.668945,0,0,0,phase,0.83671
2016,May,L1,1179620643,766601085,1179620639,968750000,18.34375,OMICRON,process:process_id:0,sngl_burst:event_id:0,893.004639,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,3.49612,1628.992554,0,0,0,phase,1.576
2016,May,L1,1179637936,135741949,1179637927,625000000,39.375,OMICRON,process:process_id:0,sngl_burst:event_id:4,893.004639,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,2.69501,1102.637329,0,0,0,phase,-0.86221
2016,May,L1,1179723444,496093034,1179723434,500000000,13.875,OMICRON,process:process_id:0,sngl_burst:event_id:0,494.144318,489.835114,969.376221,LSC-POP_A_RF45_I_ERR_DQ,12.4243,2758.361572,0,0,0,phase,-0.52998
2016,May,L1,1179723463,199218034,1179723453,875000000,23.679689,OMICRON,process:process_id:0,sngl_burst:event_id:2,494.144318,489.835114,969.376221,LSC-POP_A_RF45_I_ERR_DQ,32.473202,7209.484863,0,0,0,phase,1.87405
2016,May,L1,1179723587,332031011,1179723582,765625000,17.390619,OMICRON,process:process_id:0,sngl_burst:event_id:16,494.144318,489.835114,969.376221,LSC-POP_A_RF45_I_ERR_DQ,18.795601,5570.938965,0,0,0,phase,1.6305
2016,May,L1,1179723260,149414062,1179723250,531250000,11.5,OMICRON,process:process_id:0,sngl_burst:event_id:6,893.004639,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,4.12685,1573.497559,0,0,0,phase,-1.6911
2016,May,L1,1179723274,18553972,1179723267,500000000,12.5625,OMICRON,process:process_id:0,sngl_burst:event_id:10,893.004639,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,4.46451,1702.243896,0,0,0,phase,-1.82068
2016,May,L1,1179723300,249022960,1179723296,0,13,OMICRON,process:process_id:0,sngl_burst:event_id:17,893.004639,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,3.68639,1089.605103,0,0,0,phase,-1.80928
2016,May,L1,1179723327,288085937,1179723320,0,12.23438,OMICRON,process:process_id:0,sngl_burst:event_id:18,893.004639,489.835114,969.376221,LSC-POP_A_RF45_I_ERR_DQ,5.03175,1487.26062,0,0,0,phase,-1.1029
2016,May,L1,1179777566,125000000,1179777523,62500000,110.9375,OMICRON,process:process_id:0,sngl_burst:event_id:11,19.374229,89.791771,171.583542,LSC-POP_A_RF45_I_ERR_DQ,9.46562,3247.172363,0,0,0,phase,0.29496
2016,May,L1,1179777973,375000000,1179777885,62500000,108.9375,OMICRON,process:process_id:0,sngl_burst:event_id:5,19.374229,461.824951,906.605713,LSC-POP_A_RF45_I_ERR_DQ,4.27838,1390.31189,0,0,0,phase,1.3495
2016,May,L1,1179778014,250000000,1179777994,0,59,OMICRON,process:process_id:0,sngl_burst:event_id:6,8.94229,21.34124,34.68248,LSC-POP_A_RF45_I_ERR_DQ,20.4764,1153.61792,0,0,0,phase,-1.71369
2016,May,L1,1179724158,424803972,1179724153,750000000,15.125,OMICRON,process:process_id:0,sngl_burst:event_id:0,893.004639,489.835114,969.376221,LSC-POP_A_RF45_I_ERR_DQ,4.11289,1577.742432,0,0,0,phase,1.20806
2016,May,L1,1179724208,441406011,1179724205,804687023,12.88281,OMICRON,process:process_id:0,sngl_burst:event_id:5,494.144318,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,9.8874,2688.248291,0,0,0,phase,-2.46602
2016,May,L1,1179724234,199218034,1179724230,468750000,13.73438,OMICRON,process:process_id:0,sngl_burst:event_id:11,494.144318,490.573059,967.900269,LSC-POP_A_RF45_I_ERR_DQ,22.4359,6100.013672,0,0,0,phase,1.49043
2016,May,L1,1179953532,750000000,1179953528,0,28.5,OMICRON,process:process_id:0,sngl_burst:event_id:4,11.02044,416.896393,825.792786,LSC-POP_A_RF45_I_ERR_DQ,5.95488,1005.351013,0,0,0,phase,-0.45181
2016,June,L1,1180389513,484375000,1180389508,0,15.04688,OMICRON,process:process_id:0,sngl_burst:event_id:215,20.745199,696.542847,1385.085693,LSC-DARM_OUT_DQ,1.69694,2377.503662,0,0,0,phase,2.96495
2016,June,L1,1180446126,898437023,1180446124,250000000,5.25,OMICRON,process:process_id:0,sngl_burst:event_id:314,34.753849,1923.699341,3837.081787,LSC-DARM_OUT_DQ,1.30379,2955.067871,0,0,0,phase,0.51159
2016,June,L1,1180496454,554687023,1180496452,750000000,3.75,OMICRON,process:process_id:0,sngl_burst:event_id:9,26.94878,3206.379883,6399.45459,LSC-DARM_OUT_DQ,0.561816,1150.963257,0,0,0,phase,-0.67265
2016,June,L1,1180499825,851562023,1180499823,750000000,4.5,OMICRON,process:process_id:0,sngl_burst:event_id:33,34.753849,3664.864502,7316.423828,LSC-DARM_OUT_DQ,0.795737,1852.211792,0,0,0,phase,-0.18582
2016,June,L1,1180559329,679687023,1180559327,500000000,4.25,OMICRON,process:process_id:0,sngl_burst:event_id:17,34.753849,1492.998291,2972.691406,LSC-DARM_OUT_DQ,1.56918,3693.20874,0,0,0,phase,-1.24748
2016,June,L1,1180706078,820312023,1180706076,250000000,4.75,OMICRON,process:process_id:0,sngl_burst:event_id:18,26.94878,1924.446411,3835.587891,LSC-DARM_OUT_DQ,0.546387,1184.129028,0,0,0,phase,1.40505
2016,June,L1,1180869385,617187023,1180869382,0,6,OMICRON,process:process_id:0,sngl_burst:event_id:16,26.94878,3205.053711,6402.107422,LSC-DARM_OUT_DQ,0.483071,1026.473389,0,0,0,phase,-2.07786
2016,June,L1,1180968509,539062023,1180968503,0,12.5,OMICRON,process:process_id:0,sngl_burst:event_id:702,26.94878,196.706161,385.412323,LSC-DARM_OUT_DQ,0.713103,1695.006958,0,0,0,phase,2.85724
2016,June,L1,1180910656,296875000,1180910653,750000000,4.5,OMICRON,process:process_id:0,sngl_burst:event_id:392,32.667789,95.069206,172.979813,LSC-DARM_OUT_DQ,0.526445,1084.719727,0,0,0,phase,0.14828
2016,June,L1,1180948574,554687023,1180948572,500000000,4,OMICRON,process:process_id:0,sngl_burst:event_id:2060,34.753849,2862.652344,5711.999512,LSC-DARM_OUT_DQ,0.540038,1215.579346,0,0,0,phase,-0.14229
2016,June,L1,1180902615,816406011,1180902609,781250000,11.89062,OMICRON,process:process_id:0,sngl_burst:event_id:119,501.31955,3902.382568,7787.606445,LSC-DARM_OUT_DQ,0.006278,13576.94727,0,0,0,phase,-2.48944
2016,June,L1,1181064533,851562023,1181064532,0,3.75,OMICRON,process:process_id:0,sngl_burst:event_id:162,34.753849,1492.998291,2972.691406,LSC-DARM_OUT_DQ,1.13348,2647.5271,0,0,0,phase,0.68619
2016,June,L1,1181178454,148437023,1181178452,250000000,3.5,OMICRON,process:process_id:0,sngl_burst:event_id:74,34.753849,697.869141,1382.433228,LSC-DARM_OUT_DQ,0.45503,1198.269531,0,0,0,phase,2.8128
2016,June,L1,1181239534,468750000,1181239525,0,14,OMICRON,process:process_id:0,sngl_burst:event_id:28,31.8001,1213.522339,2419.044434,LSC-DARM_OUT_DQ,0.589068,1466.556641,0,0,0,phase,-1.24372
2016,June,L1,1181397407,695312023,1181397405,0,8,OMICRON,process:process_id:0,sngl_burst:event_id:24,26.94878,93.591019,175.936203,LSC-DARM_OUT_DQ,0.549944,1218.363281,0,0,0,phase,1.85261
2016,June,L1,1181397485,23437023,1181397482,0,4,OMICRON,process:process_id:0,sngl_burst:event_id:30,26.94878,93.81546,175.48732,LSC-DARM_OUT_DQ,0.555867,1159.150513,0,0,0,phase,-0.5329
2016,June,L1,1181330713,187500000,1181330709,750000000,10.25,OMICRON,process:process_id:0,sngl_burst:event_id:64,20.500389,1031.34021,2054.68042,LSC-DARM_OUT_DQ,1.37877,2220.71582,0,0,0,phase,1.50989
2016,June,L1,1181333339,320312023,1181333337,500000000,3.75,OMICRON,process:process_id:0,sngl_burst:event_id:29,26.94878,2571.324707,5129.344238,LSC-DARM_OUT_DQ,0.516608,1132.60376,0,0,0,phase,-1.33751
2016,June,L1,1181490169,601562023,1181490161,0,9,OMICRON,process:process_id:0,sngl_burst:event_id:52,26.94878,92.779556,177.559113,LSC-DARM_OUT_DQ,0.808657,1856.529419,0,0,0,phase,2.47649
2016,June,L1,1181494970,960937023,1181494970,0,2.75,OMICRON,process:process_id:0,sngl_burst:event_id:15,34.753849,1492.998291,2972.691406,LSC-DARM_OUT_DQ,0.410771,1076.722656,0,0,0,phase,2.04735
2016,June,L1,1181683138,945312023,1181683136,500000000,4.75,OMICRON,process:process_id:0,sngl_burst:event_id:1,26.94878,3901.419189,7789.533203,LSC-DARM_OUT_DQ,0.705037,1844.143311,0,0,0,phase,1.04541
2016,June,L1,1181647712,960937023,1181647711,250000000,3.5625,OMICRON,process:process_id:0,sngl_burst:event_id:10,26.94878,2002.452881,3991.600586,LSC-DARM_OUT_DQ,0.43569,1007.828003,0,0,0,phase,0.2954
2016,June,L1,1181720380,835937023,1181720378,0,5.5,OMICRON,process:process_id:0,sngl_burst:event_id:4,34.753849,898.279968,1786.24292,LSC-DARM_OUT_DQ,0.630644,1479.314575,0,0,0,phase,-2.02376
2016,June,L1,1181988511,851562023,1181988509,254882097,5.24512,OMICRON,process:process_id:0,sngl_burst:event_id:413,34.753849,3901.419189,7789.533203,LSC-DARM_OUT_DQ,0.798117,1911.144043,0,0,0,phase,-1.26868
2016,June,L1,1181983550,820312023,1181983548,750000000,4.75,OMICRON,process:process_id:0,sngl_burst:event_id:133,26.94878,1254.935181,2496.565186,LSC-DARM_OUT_DQ,0.740215,1700.913574,0,0,0,phase,2.08679
2016,June,L1,1181937244,132812023,1181937241,0,12,OMICRON,process:process_id:0,sngl_burst:event_id:19,26.94878,92.779556,177.559113,LSC-DARM_OUT_DQ,0.789772,1517.921143,0,0,0,phase,-0.90645
2016,June,L1,1182002361,539062023,1182002358,500000000,6.5,OMICRON,process:process_id:0,sngl_burst:event_id:118,26.94878,72.392151,136.784286,LSC-DARM_OUT_DQ,0.8224,1597.498047,0,0,0,phase,-1.41304
2016,June,L1,1182315561,867187023,1182315559,500000000,4.5,OMICRON,process:process_id:0,sngl_burst:event_id:7,34.753849,3489.560791,6965.816406,LSC-DARM_OUT_DQ,0.941947,1903.990112,0,0,0,phase,-0.65824
2016,June,L1,1182694816,109375000,1182694813,500000000,5,OMICRON,process:process_id:0,sngl_burst:event_id:15,29.16213,899.026978,1784.748901,LSC-DARM_OUT_DQ,0.445133,1044.287842,0,0,0,phase,2.06837
2016,June,L1,1182647984,539062023,1182647982,500000000,4.25,OMICRON,process:process_id:0,sngl_burst:event_id:11,34.753849,1924.446411,3835.587891,LSC-DARM_OUT_DQ,0.555892,1418.819702,0,0,0,phase,-0.97949
2016,June,L1,1182708039,335937023,1182708037,0,4.5,OMICRON,process:process_id:0,sngl_burst:event_id:9,26.94878,697.869141,1382.433228,LSC-DARM_OUT_DQ,0.543621,1147.578613,0,0,0,phase,1.1878
2016,June,L1,1182879433,710937023,1182879430,750000000,5.75,OMICRON,process:process_id:0,sngl_burst:event_id:2140,34.753849,1492.251343,2974.185547,LSC-DARM_OUT_DQ,0.864063,2325.502197,0,0,0,phase,0.52361
2016,June,L1,1180592346,750000000,1180592337,0,10,OMICRON,process:process_id:0,sngl_burst:event_id:4156,7.8814,3900.092773,7792.185547,LSC-MCL_IN1_DQ,0.170705,1465.533936,0,0,0,phase,-1.88296
2016,June,L1,1180849521,750000000,1180849510,763672113,11.23633,OMICRON,process:process_id:0,sngl_burst:event_id:3196,7.8814,3900.092773,7792.185547,LSC-MCL_IN1_DQ,0.138726,1243.875,0,0,0,phase,-2.89668
2016,June,L1,1181156250,750000000,1181156237,750000000,13.25,OMICRON,process:process_id:0,sngl_burst:event_id:2406,7.55923,3900.092773,7792.185547,LSC-MCL_IN1_DQ,0.223198,1842.396484,0,0,0,phase,0.24925
2016,June,L1,1181285197,750000000,1181285187,500000000,10.5,OMICRON,process:process_id:0,sngl_burst:event_id:606,13.00506,3900.092773,7792.185547,LSC-MCL_IN1_DQ,0.041727,1253.265503,0,0,0,phase,0.47722
